False,"In Tripura, in view of the recent terrorist attack in Dhaka, BSF’s vigil all along the 856 kilometres border with Bangladesh has been further tightened. “We have taken several steps along the India Bangladesh frontier to foil any cross border movements and entry of any inimical elements,” BSF’s Tripura frontier Inspector General J.B. Sangwan said. He further said, “We have alerted our troops to remain extra alert during both day and night and take appropriate steps according to what the situation dictates.”"
True,A tribal elder was killed and two others were injured in a landmine blast at Tor Simat area in Lower Orakzai Agency on February 15 reports Daily Times The Political Administration said that tribal elder Malik Shah Khan along with two aides was travelling to Hangu when his vehicle hit a roadside landmine in the Tor Simat area of Lower Orakzai Agency
True,"Two persons, riding a motorcycle, were killed by a landline explosion in the Kathan area of Dera Bugti District in Balochistan on December 19, reports Dawn. Levies sources said unknown miscreants had planted the landmine on the roadside to target people travelling on the road."
False,Meanwhile a team of security personnel detected an IED packed in steel tiffin box between Gudabeda and Kagbaras villages in Kanker District on September 26 reports The Asian Age
False,"Kanglaonline reports that a combined team of Imphal East and West commandos arrested two Naga National Council (NNC) militants, identified as Luingam Haoram (37) and Elangbam Gyaneshwor Singh (49), along with two powerful improvised explosive devices (IED) on February 25 at around 8.30am near the Uripok Cheirap Court in Imphal West District. The two IEDs were fitted inside a iron rod along with two electric detonators and two bed switches, two charged demolition M112, four circuits, one battery cell, six electronic detonators, one remote control set and two mobile handsets. Both the arrested persons disclose that the NNC in collusion with the People s Revolutionary Party of Kangleipak (PREPAK) were planning to explode the two IEDs at the Laipham Khunou area in one or two days time in the surrounding areas."
False,"Prime Minister Ranil Wickremesinghe said that Government will deliver on its promises next year, reports Colombo Page on December 15. The Premier said With the parliamentary elections in August 2015, we created the National Government. And we gave it a period for it to stabilize. I think that has taken place now. We also prepared a new policy framework. We had incurred a heavy national debt, there was adverse publicity for Sri Lanka, and human right was a big issue all those have been resolved. We have sort of created the stability and cleared the way. Now, next year is when we have to deliver on our promises, which will also help us to consolidate this arrangement."
False,The second in command of Islamic State s IS India unit Junood al Khalifa al Hind Rizwan Ahmed alias Khalid is undergoing intense questioning by National Investigation Agency NIA which is trying to elicit details of the outfit s recruits and unravel their terror plot besides getting to know about all those who travelled to IS territory in Iraq and Syria Associated with the IS since 2015 19 year old Rizwan a resident of Kushi Nagar in Uttar Pradesh was in direct touch with Yousuf Al Hindi code name for Shafi Armar the alleged co founder of the India arm of IS Rizwan travelled across the country to meet other senior members of the outfit Muddabir Sheikh Nafees Khan and Zarar and propagate its agenda of jihad holy war The India emir head of Islamic State module Muddabir Sheikh arrested by NIA and states police forces earlier this year had first met Rizwan in Saharanpur last year on the directions of Armar They were asked to expand the organisation and streamline its operations apart from assigning roles for fund raising recruitment logistics and propaganda to other recruits A senior officer said Rizwan was among the important people in the ring He interacted with Yousuf al Hindi regularly and looked after the travel of recruits probably to other countries for sending them to caliphate We are questioning him about the missing absconding members of the outfit
False,"Union Minister for Home Affairs Sushil Kumar Shinde on June 5 said that Pakistan’s external intelligence Agency, Inter Services Intelligence, is trying to revive militancy in Punjab, according to Business Standard. Addressing the chief ministers conference on internal security in New Delhi, Shinde said Punjab militancy threat growing again. Sikh youths being trained by ISI (Inter Services Intelligence) facilities in Pakistan. Sikh youths in US, Europe are also being motivated in this regard. Referring to Islamist extremism, he said, Jehadi tanzeems in Pakistan with affiliation to LeT Lashkar e Toiba , JeM Jaish e Mohammad and IM Indian Mujahideen have set up channels for transfer of funds from Pakistan to India via Gulf and Nepal, besides using Western Union Money Transfer and Hawala channel. Moreover, ex SIMI cadres and similar militant elements based in Gulf have also been observed collecting money for causing destruction in India. Asserting that to combat terrorism, there exists a very close and effective coordination amongst intelligence agencies at the Centre and State level, Shinde said Intelligence inputs about possible designs and threats are shared with the State Governments concerned on a regular basis... The Multi Agency Centre (MAC) has been strengthened and reorganized to enable it to function on 24x7 basis for real time collation and sharing of intelligence. This has resulted in busting of many terrorist modules and a number of possible terrorist attacks have been averted. He further informed that as far as investigation of the terror attacks by our investigating agencies is concerned, most of the incidents happened after 26 11 have been worked out. In almost all the cases, accused persons have been arrested, several have been declared absconders and Red Corner Notices have been issued and charge sheets filed. However, a few cases like Varanasi Bomb Blast, Mehrauli Bomb Blast and the bomb blasts in Hyderabad and Bengaluru are under investigation and we are hopeful of a break through, he added. Indian Express adds that Shinde said Pakistan based terror groups frequently use satellite phones, Thuraya sets, spoofed IDs and coded transactions over e mail and chat sessions, besides Voice over Internet Protocol (VoIP) to avoid interception by intel agencies. “Ex SIMI cadre and similar militant elements based in Gulf have also been observed collecting money for causing destruction in India,” Shinde said."
False,"The Union Ministry of Home Affairs (MHA) on August 7 issued a formal order handing over the investigations of Udhampur attack case to the National Investigating Agency (NIA), reports Daily Excelsior. But, the NIA was yet to take over case diary, the Pakistani militant captured alive, seizure of weaponry and related documents from Udhampur Police as the official order from the MHA was likely to reach here in the next couple of days. The NIA has, meanwhile, established the camp office here and would take remand of captured Pakistani militant Mohammad Naved Yaqub from the NIA Court in Jammu once it takes over the investigations."
False,"The special cell of the Delhi police on January 18 arrested a 32 year old electrician, identified as Abdul Sami, from Mewat in Haryana for his alleged links with al Qaeda in Indian Subcontinent (AQIS) module that was busted in December 2015, reports Hindustan Times.Sami allegedly had undergone a year long training at Lashkar e Taiba (LeT) training camps in Mansehra in Pakistan.The arrest of Abdul Sami took the total number of suspected AQIS militants arrested in India in the last one month to five. The other four suspected AQIS operatives included the terror outfit’s India chief Mohammad Asif, madrassa teacher Abdur Rehman, fund raiser cum recruiter Zafar Masood and former imam of Bengaluru’s Masjid e Noorani, Maulana Syed Anzar Shah. The four arrests have been made from Delhi, Cuttack in Odisha, Bengaluru in Karnataka, and Sambhal in Uttar Pradesh, the police said."
False,"Cadres of the Netra Bikram Chand led Communist Party of Nepal Maoist (CPN Maoist) have started extorting donations from Village Development Committee (VDC) secretaries in Udayapur District, reports The Himalayan Times on July 5. VDC secretaries complained that Maoist cadres had extorted amounts ranging from Rs 5,000 to 10,000 from them. Maoist cadres have also been extorting the hefty donations from offices related to development work. A secretary said “They have demanded donation over phone. They have sought donation from every projects in the VDC.”"
False,Meanwhile the talks between the major political parties and agitating UDMF leaders on January 21 ended amidst heated exchanges among the leaders reports Republica The Prime Minister s statement at the outset of the talks made us feel optimistic but the discussions turned into heated exchanges in the end as the Prime Minister came across a little aggressively Dilnath Giri chief whip of Rastriya Prajatantra Party Nepal RPP N told Ram Naresh Ray of Tarai Madhes Sadbhavana Party TMSP who was present at the meeting also held the Prime Minister responsible for foiling the talks that were heading toward an agreement
False,"The Joint Committee on Inner Line Permit System (JCILPS) urged the State Government to fix a date for a special session of the Manipur Legislative Assembly before September 21 in order to table a Bill which can effectively protect the indigenous peoples of the land, reports The Sangai Express. Speaking to media persons at their Sega Road, Konjeng Hazari Leikai office on September 7, JCILPS convener in charge remarked that the State Government’s failure to table a Bill for protection of indigenous people in the recently concluded Assembly session exposed the Government’s casual attitude towards the mass campaign."
False,"The International Crimes Tribunal 1 (ICT 1) on November 24 awarded the death penalty to Mobarak Hossain alias Mobarak Ali (64), former Awami League (AL) general secretary of Mogra union and a rukon (union member) of the Jamaat e Islami (JeI) and commander of the razakar force, for his involvement in crimes against humanity during the 1971 Liberation War, reports The Independent. Mobarak, who served as the AL s organising secretary of a union parishad (council) unit for 16 years till 2012, was found guilty in two out of five charges. The tribunal handed down the death penalty for the killing of 33 people on the west bank of the Ganga Sagar Dighi in Brahmanbaria District on October 24, 1971. The tribunal also awarded life imprisonment for the abduction and torturing to death of Abdul Khaleque of Satian village on November 11 the same year."
True,"In another incident, a 40 year old civilian, identified as Chanti Gorgunda of Patagudam village in Sironcha taluka of Gadchiroli district was killed by Maoists on February 15, reports PTI. The Maoists called Chanti out from his residence when he was taking his meals in the night. After some time, he was shot dead, Police said, adding they killed him as they suspected him to be a ‘police informer’. One of his cousins is working with the Gadchiroli Police."
True,"one Rehan (28) was shot dead when unidentified militants opened fire at a sanitary shop situated within the limits of Liaquatabad Police Station. Though Police suspected some personal enmity to be the reason behind murder, sources claimed that the victim was killed by unknown extortionists."
False,"The Centre alerted defence and paramilitary Forces all across Jammu and Kashmir (J K) along the Line of Control (LoC) and International Border (IB) with Pakistan following ‘specific inputs’ about JaisheMohammed (JeM) militants, who were gearing up for infiltration into the State, reports Daily Excelsior on May 8. The alert named certain specific infiltration routes along both LoC and IB, which could be exploited by the militants for intrusions. Union Home Secretary Rajiv Mehrishi is expected to hold high level review of the situation along the borders and hinterland on militancy front as well as arrangements for annual Shri Amarnath ji pilgrimage with top brass of J K very soon. Official sources told that Army, Border Security Force (BSF) and other paramilitary forces have been alerted by the Centre particularly about threat emanating from the JeM outfit headed by Masood Azhar, whose cadre have suddenly increased their presence both along LoC and IB on Pakistani side with a view to infiltrate during an opportunity. “The JeM was not only planning to revive the terror outfit in J K, which was virtually defunct in many parts of the State, but was also trying to repeat January 2 like Pathankot attack by targeting military establishments after pushing the militants,’’ they said, adding that majority of Jaish cadre vying for infiltration into the State were Pakistanis."
